City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
259,belmonte,-15.8631,-38.8828,298.73,59,0,4.0,BR,1722876555
260,chibougamau,49.9168,-74.3659,288.94,51,100,4.63,CA,1722876556
261,katsuura,35.1333,140.3,297.69,91,41,1.58,JP,1722876051
262,chapaev,50.2,51.1667,300.67,40,85,7.93,KZ,1722876558
263,dzhalagash,45.0833,64.6667,301.78,26,11,0.63,KZ,1722876560
264,yulinshi,38.2906,109.7494,296.22,56,62,3.78,CN,1722876561
265,jimena de la frontera,36.4352,-5.4539,300.58,27,3,3.2,ES,1722876562
266,margate,51.3813,1.3862,296.31,67,3,0.45,GB,1722876028
267,turkeli,41.9476,34.3386,297.18,79,37,2.97,TR,1722876564
268,lucea,18.451,-78.1736,305.07,72,100,4.52,JM,1722876568
269,hithadhoo,-0.6,73.0833,302.33,72,100,3.44,MV,1722876569
270,invercargill,-46.4,168.35,275.94,92,41,1.34,NZ,1722876466
271,kruisfontein,-34.0033,24.7314,285.31,59,5,2.05,ZA,1722876571
272,weno,7.4515,151.8468,300.12,83,40,0.0,FM,1722876572
273,kyshtovka,56.555,76.6271,289.04,93,100,2.05,RU,1722876573
274,macapa,0.0389,-51.0664,305.14,62,40,5.14,BR,1722876575
275,usoke,-5.1667,32.35,297.04,16,1,1.54,TZ,1722876576
276,enewetak,11.3474,162.3373,301.61,76,98,2.37,MH,1722876577
277,bac kan,22.1333,105.8333,298.12,98,66,0.5,VN,1722876578
278,portland,45.5234,-122.6762,296.25,64,0,0.89,US,1722876398
279,kidal,18.4411,1.4078,304.17,47,72,6.03,ML,1722876580
280,port lincoln,-34.7333,135.8667,282.7,86,70,4.05,AU,1722876581
281,flying fish cove,-10.4217,105.6791,297.97,83,100,5.66,CX,1722876013
282,khovd,48.0056,91.6419,295.59,29,2,6.24,MN,1722876585
283,hobyo,5.3505,48.5268,297.9,82,20,12.11,SO,1722876586
284,pierre,44.3683,-100.351,292.66,100,100,6.69,US,1722876587
285,kapoeta,4.7717,33.5903,295.96,84,77,2.56,SS,1722876588
286,ola,59.5833,151.2833,285.15,88,100,1.15,RU,1722876589
287,saint-just-en-chaussee,49.505,2.4329,302.16,43,0,0.73,FR,1722876590
288,prince george,53.9166,-122.753,290.16,67,0,3.6,CA,1722876339
289,nova sintra,14.8667,-24.7167,300.8,67,16,1.63,CV,1722876594
290,shilovo,54.3204,40.874,293.65,62,62,2.02,RU,1722876595
291,karratha,-20.7377,116.8463,291.99,36,0,3.53,AU,1722876596
292,datong,40.0936,113.2914,294.94,56,0,2.81,CN,1722876597
293,toliara,-23.35,43.6667,294.28,73,1,2.35,MG,1722876599
294,kavaratti,10.5669,72.642,300.43,86,100,4.86,IN,1722876600
295,yarmouth,41.7057,-70.2286,302.57,74,0,3.09,US,1722876601
296,wernberg-koblitz,49.5369,12.1517,296.53,63,81,1.24,DE,1722876602
297,waddan,29.1614,16.139,312.27,12,0,6.44,LY,1722876603
298,praia da vitoria,38.7333,-27.0667,301.29,69,20,4.55,PT,1722876604
299,yei,4.095,30.6779,293.81,94,91,1.26,SS,1722876605
300,itamaraca,-7.7478,-34.8256,302.18,57,33,5.73,BR,1722876607
301,tadine,-21.55,167.8833,290.85,68,54,4.96,NC,1722876608
302,atafu village,-8.5421,-172.5159,301.16,76,83,3.04,TK,1722876609
303,tralee,52.2704,-9.7026,291.29,63,0,5.66,IE,1722876610
304,saint-arnoult-en-yvelines,48.5667,1.9333,302.72,46,0,3.07,FR,1722876611
305,north bend,43.4065,-124.2243,292.17,82,100,4.63,US,1722876612
306,la'ie,21.6477,-157.9253,298.77,81,100,0.89,US,1722876614
307,hassi messaoud,31.6804,6.0729,313.07,15,0,2.06,DZ,1722876615
308,guastatoya,14.8539,-90.0647,301.78,71,98,0.41,GT,1722876616
309,at taj,24.2049,23.2857,308.98,11,37,4.71,LY,1722876618
310,miyazaki,31.9111,131.4239,301.12,89,13,1.54,JP,1722876619
311,palikir - national government center,6.9248,158.1611,297.56,88,40,1.54,FM,1722876621
312,al burayqah,30.4062,19.5739,302.86,58,0,6.49,LY,1722876622
313,urumqi,43.801,87.6005,302.68,29,20,3.0,CN,1722876623
314,volchikha,52.0333,80.3833,290.4,72,72,0.98,RU,1722876624
315,wynyard,-41.0,145.7167,281.32,91,26,3.29,AU,1722876625
316,luwuk,-0.9516,122.7875,295.23,94,87,1.98,ID,1722876626
317,tual,-5.6667,132.75,298.44,86,100,9.48,ID,1722876627
318,the dalles,45.5946,-121.1787,303.48,49,0,1.79,US,1722876611
319,sandnessjoen,66.0217,12.6316,298.44,81,45,4.41,NO,1722876630
320,banda aceh,5.5577,95.3222,300.5,77,100,4.81,ID,1722876631
321,prudentopolis,-25.2131,-50.9778,300.55,32,36,2.3,BR,1722876574
322,tres palos,18.1833,-101.6167,300.99,73,87,1.04,MX,1722876633
323,bollnas,61.3482,16.3946,293.66,66,92,1.54,SE,1722876634
324,san juan de miraflores,-12.1629,-76.9635,292.52,77,42,4.17,PE,1722876635
325,alotau,-10.3069,150.4462,296.18,96,100,1.86,PG,1722876637
326,nantucket,41.2835,-70.0995,302.23,77,0,4.12,US,1722876378
327,douentza,14.9951,-2.9517,306.98,44,73,3.13,ML,1722876639
328,gorontalo,0.5412,123.0595,296.4,96,98,0.93,ID,1722876640
329,villa ojo de agua,-29.5,-63.6938,291.5,50,0,4.23,AR,1722876642
330,ancud,-41.8697,-73.8203,281.18,85,100,8.86,CL,1722876643
331,nogliki,51.8333,143.1667,284.34,92,97,3.95,RU,1722876645
332,floro,61.5996,5.0328,293.19,63,75,4.63,NO,1722876646
333,roznava,48.6601,20.5376,287.04,94,100,1.95,SK,1722876647
334,rimouski,48.4488,-68.524,295.25,52,20,3.83,CA,1722876508
335,benjamin constant,-4.3831,-70.0311,303.22,70,0,2.57,BR,1722876650
336,taltal,-25.4,-70.4833,289.7,67,0,3.27,CL,1722876651
337,kuching,1.55,110.3333,300.39,97,20,1.03,MY,1722876484
338,necochea,-38.5473,-58.7368,288.54,40,95,5.78,AR,1722876640
339,harstad,68.799,16.5293,294.95,60,6,1.34,NO,1722876654
340,porto novo,6.4965,2.6036,300.05,76,100,5.2,BJ,1722876655
341,arteche,12.2645,125.4048,297.83,96,92,2.34,PH,1722876656
342,sangmelima,2.9333,11.9833,296.67,78,97,1.13,CM,1722876658
343,acajutla,13.5928,-89.8275,302.56,67,100,2.51,SV,1722876659
344,fortuna,40.5982,-124.1573,287.34,100,75,2.57,US,1722876660
345,kismayo,-0.3582,42.5454,297.81,78,9,7.41,SO,1722876661
346,pontes e lacerda,-15.2261,-59.3353,310.85,16,0,2.66,BR,1722876499
347,zaozersk,69.4005,32.4476,283.35,83,10,3.01,RU,1722876663
348,isabela,6.7085,121.9711,298.77,88,100,1.56,PH,1722876665
349,pendleton,45.6721,-118.7886,301.7,41,0,0.0,US,1722876666
350,nova vicosa,-17.8919,-39.3719,299.03,58,14,4.23,BR,1722876667
351,pratt,37.6439,-98.7376,307.27,31,0,6.69,US,1722876454
352,kovdor,67.5662,30.4758,291.34,46,53,2.22,RU,1722876669
353,gremyachinsk,58.5603,57.851,287.7,96,100,1.59,RU,1722876670
354,papa,47.33,17.4674,294.11,83,75,5.66,HU,1722876671
355,oneonta,42.4529,-75.0638,302.1,69,48,4.15,US,1722876673
356,sbikha,35.9333,10.0208,310.13,27,0,6.3,TN,1722876674
357,ulanhot,46.0833,122.0833,293.58,71,0,2.84,CN,1722876675
358,nar'yan-mar,67.6713,53.087,282.34,75,4,6.88,RU,1722876676
359,qarazhal,48.0078,70.7903,298.45,29,100,2.63,KZ,1722876677
360,papao,-17.75,-149.55,294.97,70,31,5.08,PF,1722876678
361,el-tor,28.2364,33.6254,312.23,12,0,7.2,EG,1722876679
